"","Name","System","RT","Pubchem"
"2861","Flufenacet ESA","Eawag_XBridgeC18",6,16212225
"2862","Flufenacet OXA","Eawag_XBridgeC18",6.2,16212222
"2863","Propachlor ESA","Eawag_XBridgeC18",5.9,16212221
"2864","Propachlor OXA","Eawag_XBridgeC18",5.6,155385
"2865","Simeton","Eawag_XBridgeC18",4.9,12654
"2866","Simazine-2-hydroxy","Eawag_XBridgeC18",3.5,17448
"2867","Secbumeton","Eawag_XBridgeC18",6.7,33443
"2868","Sebuthylazine","Eawag_XBridgeC18",9.8,23712
"2869","Terbutylazine-desethyl","Eawag_XBridgeC18",7.6,108201
"2870","Terbutylazine-desethyl-2-hydroxy","Eawag_XBridgeC18",2.9,6455361
"2871","4-Trifluoromethylphenol","Eawag_XBridgeC18",8.9,67874
"2872","Verapamil","Eawag_XBridgeC18",7.3,2520
"2873","Atenolol acid","Eawag_XBridgeC18",3.8,62936
"2874","Chloridazone-desphenyl","Eawag_XBridgeC18",1.3,95827
"2875","Chloridazone-methyl-desphenyl","Eawag_XBridgeC18",2.2,594330
"2876","Pethoxamide","Eawag_XBridgeC18",11.5,6450826
"2877","Ritalinic acid","Eawag_XBridgeC18",4.7,86863
"2878","Aminopyrine","Eawag_XBridgeC18",2.6,6009
"2879","Sucralose","Eawag_XBridgeC18",4.4,71485
"2880","Pinoxaden","Eawag_XBridgeC18",13.7,210326
"2881","Metazachlor ESA","Eawag_XBridgeC18",5.5,86290102
"2882","Metazachlor OXA","Eawag_XBridgeC18",5.5,86290103
"2883","Dimethachlor","Eawag_XBridgeC18",9.1,39722
"2884","Propachlor","Eawag_XBridgeC18",8.6,4931
"2885","Flufenacet","Eawag_XBridgeC18",11.7,86429
"2886","3,5-Dibromo-4-hydroxybenzoic acid","Eawag_XBridgeC18",7.3,76857
"2887","4-Aminoantipyrine","Eawag_XBridgeC18",2.6,2151
"2888","Carbamazepine-10,11-epoxide","Eawag_XBridgeC18",6.3,2555
"2889","Iminostilbene","Eawag_XBridgeC18",11,9212
"2890","N-Desmethylvenlafaxine","Eawag_XBridgeC18",6.3,3501942
"2891","4-Formylaminoantipyrine","Eawag_XBridgeC18",3.7,72666
"2892","O-desmethylvenlafaxine","Eawag_XBridgeC18",4.8,125017
"2893","Dimethachlor ESA","Eawag_XBridgeC18",5.9,86290104
"2894","Dimethachlor OXA","Eawag_XBridgeC18",6.6,86290105
"2895","Metformin","Eawag_XBridgeC18",0.8,4091
"2896","Cilastatin","Eawag_XBridgeC18",5.2,6435415
"2897","Gabapentin","Eawag_XBridgeC18",3.6,3446
"2898","Levetiracetam","Eawag_XBridgeC18",3,441341
"2899","5-Fluorouracil","Eawag_XBridgeC18",1,3385
"2900","Tramadol","Eawag_XBridgeC18",4.9,33741
"2901","Lidocaine","Eawag_XBridgeC18",4.2,3676
"2902","Cyclophosphamide","Eawag_XBridgeC18",6.3,2907
"2903","Ritonavir","Eawag_XBridgeC18",13.6,60954
"2904","Valsartan","Eawag_XBridgeC18",11.2,60846
"2905","Furosemide","Eawag_XBridgeC18",6.8,3440
"2906","Gemcitabine","Eawag_XBridgeC18",1,60750
"2907","Hydrochlorothiazide","Eawag_XBridgeC18",2.2,3639
"2908","Dexamethasone","Eawag_XBridgeC18",9.5,5743
"2909","Methylprednisolone","Eawag_XBridgeC18",9.2,6741
"2910","Diazepam","Eawag_XBridgeC18",10.1,3016
"2911","D617","Eawag_XBridgeC18",6.3,93168
"2912","2',2'-Difluoro-2'-deoxyuridine","Eawag_XBridgeC18",1.7,9871558
"2913","N,O-Didesmethylvenlafaxine","Eawag_XBridgeC18",4.9,3451347
"2914","N,N-Didesmethylvenlafaxine","Eawag_XBridgeC18",6.3,9795857
"2915","Fipronil","Eawag_XBridgeC18",12.6,3352
"2916","Fipronil-sulfone","Eawag_XBridgeC18",13.5,3078139
"2917","Fipronil-sulfide","Eawag_XBridgeC18",13,9953940
"2918","Fipronil-desulfinyl","Eawag_XBridgeC18",12.5,22673275
"2919","Atenolol-desisopropyl","Eawag_XBridgeC18",1,14211540
"2920","Moclobemide","Eawag_XBridgeC18",4.5,4235
"2921","Lamotrigine","Eawag_XBridgeC18",5.4,3878
"2922","Reserpine","Eawag_XBridgeC18",8.3,5770
"2923","Ifosfamide","Eawag_XBridgeC18",6.3,3690
"2924","10,11-trans-Dihydroxy-10,11-dihydrocarbamazepine","Eawag_XBridgeC18",6.1,114725
"2925","3,5,6-Trichloro-2-pyridinol","Eawag_XBridgeC18",9.7,23017
"2926","Diazoxon","Eawag_XBridgeC18",9.5,13754
"2927","Pyrimidinol","Eawag_XBridgeC18",3.4,17777
"2928","Dioxoaminopyrine","Eawag_XBridgeC18",5.2,68214
"2929","Imidacloprid","Eawag_XBridgeC18",4.8,86418
"2930","MCPB","Eawag_XBridgeC18",11.9,7207
"2931","Pirimicarb","Eawag_XBridgeC18",5,31645
"2932","Pyrimethanil","Eawag_XBridgeC18",7.6,91650
"2933","Perfluorobutyric acid","Eawag_XBridgeC18",5.1,9777
"2934","Perfluoropentanoic acid","Eawag_XBridgeC18",7.3,75921
"2935","Perfluorohexanoic acid","Eawag_XBridgeC18",9.3,67542
"2936","Perfluoroheptanoic acid","Eawag_XBridgeC18",11.1,67818
"2937","Perfluorooctanoic acid","Eawag_XBridgeC18",12.6,9554
"2938","Perfluorononanoic acid","Eawag_XBridgeC18",13.9,67821
"2939","Perfluorodecanoic acid","Eawag_XBridgeC18",15.2,9555
"2940","Perfluoroundecanoic acid","Eawag_XBridgeC18",16.3,77222
"2941","6:2 fluorotelomer unsaturated carboxylic acid","Eawag_XBridgeC18",13.6,85976247
"2942","8:2 fluorotelomer unsaturated carboxylic acid","Eawag_XBridgeC18",16.1,11733192
"2943","Ranitidine-S-oxide","Eawag_XBridgeC18",0.8,3033889
"2944","Ranitidine N-oxide","Eawag_XBridgeC18",2.4,3033888
"2945","Climbazol","Eawag_XBridgeC18",8.1,37907
"2946","Tritosulfuron","Eawag_XBridgeC18",10.8,11657899
"2947","Propazine","Eawag_XBridgeC18",9.9,4937
"2948","Thiopental","Eawag_XBridgeC18",9,3000715
"2949","Oxazepam","Eawag_XBridgeC18",9,4616
"2950","Morphine","Eawag_XBridgeC18",1.1,5288826
"2951","Acesulfame","Eawag_XBridgeC18",1.5,36573
"2952","Ephedrine","Eawag_XBridgeC18",2.9,9294
"2953","Cyanazine","Eawag_XBridgeC18",6.6,30773
"2954","Dimethoate","Eawag_XBridgeC18",5.2,3082
"2955","Aspartame","Eawag_XBridgeC18",4.8,2242
"2956","Cetirizine","Eawag_XBridgeC18",9.3,2678
"2957","Eprosartan","Eawag_XBridgeC18",6.3,5281037
"2958","Pyraclostrobin","Eawag_XBridgeC18",13.4,6422843
"2959","Codeine","Eawag_XBridgeC18",2.8,5284371
"2960","Metoclopramide","Eawag_XBridgeC18",4.3,4168
"2961","Ethambutol","Eawag_XBridgeC18",9.6,14052
"2962","DDAO","Eawag_XBridgeC18",10.4,62452
"2963","Spiroxamine","Eawag_XBridgeC18",10.1,86160
"2964","Bupropion","Eawag_XBridgeC18",5.8,444
"2965","Mycophenolic acid","Eawag_XBridgeC18",9.9,4272
"2966","Bicalutamide","Eawag_XBridgeC18",9.9,56069
"2967","Cyclamate","Eawag_XBridgeC18",3.6,7533
"2968","Neotame","Eawag_XBridgeC18",9,9810996
"2969","Saccharin","Eawag_XBridgeC18",2.5,5143
"2970","Cocaine","Eawag_XBridgeC18",5,446220
"2971","1-(3-Chlorophenyl)piperazine","Eawag_XBridgeC18",5.2,1355
"2972","1-Benzylpiperazine","Eawag_XBridgeC18",1.2,75994
"2973","Amphetamine","Eawag_XBridgeC18",3.5,3007
"2974","EDDP","Eawag_XBridgeC18",6.5,5352621
"2975","Ketamine","Eawag_XBridgeC18",4.6,3821
"2976","Mephedrone","Eawag_XBridgeC18",4.3,45266826
"2977","Methadone","Eawag_XBridgeC18",8.4,4095
"2978","Methamphetamine","Eawag_XBridgeC18",3.7,10836
"2979","Atomoxetine","Eawag_XBridgeC18",8,54841
"2980","Acamprosate","Eawag_XBridgeC18",1,71158
"2981","Albuterol","Eawag_XBridgeC18",2,2083
"2982","Levamisole","Eawag_XBridgeC18",2.9,26879
"2983","Clothianidin","Eawag_XBridgeC18",4.9,213027
"2984","Methiocarb","Eawag_XBridgeC18",10.4,16248
"2985","Boscalid","Eawag_XBridgeC18",10.5,213013
"2986","Thiamethoxam","Eawag_XBridgeC18",4.1,107646
"2987","Methomyl","Eawag_XBridgeC18",3.6,4109
"2988","Flonicamid","Eawag_XBridgeC18",3.9,9834513
"2989","Propamocarb","Eawag_XBridgeC18",2.4,32490
"2990","Triclopyr","Eawag_XBridgeC18",10.3,41428
"2991","Pymetrozine","Eawag_XBridgeC18",1.5,86370
"2992","Lenacil","Eawag_XBridgeC18",8.6,16559
"2993","Chlorpyrifos","Eawag_XBridgeC18",16,2730
"2994","Chlorpyrifos-methyl","Eawag_XBridgeC18",14,21803
"2995","Methiocarb-sulfoxide","Eawag_XBridgeC18",4.9,17521
"2996","Thiacloprid","Eawag_XBridgeC18",5.8,115224
"2997","Thiacloprid-amide","Eawag_XBridgeC18",4.6,86222983
"2998","Imidacloprid-urea","Eawag_XBridgeC18",4.6,15390532
"2999","Myclobutanil","Eawag_XBridgeC18",11.2,6336
"3000","Acetamiprid","Eawag_XBridgeC18",5.3,213021
"3001","Microcystin-LR","Eawag_XBridgeC18",10.2,445434
"3002","4-Chlorophenol","Eawag_XBridgeC18",7.3,4684
"3003","Erythromycin","MPI_Symmetry",11.22276667,12560
"3004","Laudanosine","MPI_Symmetry",8.390866667,15548
"3005","Genistein","MPI_Symmetry",13.08253333,5280961
"3006","Tyramine","MPI_Symmetry",8.44655,5610
"3007","4-Methylumbelliferylglucuronide","MPI_Symmetry",8.771066667,91553
"3008","Cinchonine","MPI_Symmetry",3.466266667,8350
"3009","Bicuculline","MPI_Symmetry",8.505666667,10237
"3010","Apomorphine","MPI_Symmetry",7.195033333,6005
"3011","Phenylalanine","MPI_Symmetry",2.271133333,6140
"3012","Amentoflavone","MPI_Symmetry",14.17426667,5281600
"3013","Biochanin_A","MPI_Symmetry",16.05868333,5280373
"3014","Sinapine","MPI_Symmetry",6.460733333,5280385
"3015","Nicotinamide_dinucleotide","MPI_Symmetry",1.196258333,5893
"3016","IAA-Val","MPI_Symmetry",12.14323333,446641
"3017","Salsolinol","MPI_Symmetry",1.080765,54456
"3018","Phlorizin","MPI_Symmetry",11.06375,6072
"3019","Emetine","MPI_Symmetry",7.615383333,10219
"3020","o-Anisic acid","MPI_Symmetry",10.14423333,11370
"3021","Harmane","MPI_Symmetry",7.80765,5281404
"3022","(-)-Epicatechin","MPI_Symmetry",7.8234,72276
"3023","Resveratrol","MPI_Symmetry",11.45153333,445154
"3024","3,4,5-Trimethoxycinnamic_acid","MPI_Symmetry",12.26725,735755
"3025","Tetrahydropapaveroline","MPI_Symmetry",1.13656,18519
"3026","Xanthohumol","MPI_Symmetry",18.467,639665
"3027","Berberine","MPI_Symmetry",9.8999,2353
"3028","Rotenone","MPI_Symmetry",18.04866667,6758
"3029","Kinetin","MPI_Symmetry",6.573883333,3830
"3030","Indole-3-carboxylic_acid","MPI_Symmetry",10.48513333,69867
"3031","Chelidonine","MPI_Symmetry",9.499433333,10147
"3032","Rutin","MPI_Symmetry",9.7244,5280805
"3033","Adenosine","MPI_Symmetry",1.524358333,60961
"3034","Reserpine","MPI_Symmetry",12.5681,5770
"3035","Vitexin-2''-O-rhamnoside","MPI_Symmetry",9.578533333,5282151
"3036","Bergapten","MPI_Symmetry",14.45926667,2355
"3037","S,R-Noscapine","MPI_Symmetry",10.00476667,275196
"3038","Quercetin","MPI_Symmetry",12.22205,5280343
"3039","Kaempferol","MPI_Symmetry",13.33588333,5280863
"3040","Tryptophan","MPI_Symmetry",4.0662,6305
"3041","Rifampicin","MPI_Symmetry",15.13873333,5381226
"3042","Naringin","MPI_Symmetry",10.50886667,442428
"3043","Safranin","MPI_Symmetry",10.89855,2723800
"3044","N-Ethylperfluoroctansulfonamid (N-EtFOSA)","Eawag_XBridgeC18",17.1,77797
"3045","Azoxystrobin (free acid)","Eawag_XBridgeC18",8.8,21584515
"3046","Irbesartan","Eawag_XBridgeC18",9.2,3749
"3047","Foramsulfuron","Eawag_XBridgeC18",7.8,11419598
"3048","Prednisolone","Eawag_XBridgeC18",8,5755
"3049","Rosuvastatin","Eawag_XBridgeC18",9.2,6439133
"3050","Candesartan","Eawag_XBridgeC18",9.3,2541
"3051","Telmisartan","Eawag_XBridgeC18",9.2,65999
"3052","Atorvastatin","Eawag_XBridgeC18",12.4,60823
"3053","Neohesperidin dihydrochalcone","Eawag_XBridgeC18",7.2,30231
"3054","1-(3-(Trifluoromethyl)phenyl)piperazine","Eawag_XBridgeC18",5.9,4296
"3055","Amitriptyline","Eawag_XBridgeC18",8.6,2160
"3056","Benzoylecgonine","Eawag_XBridgeC18",4.6,2340
"3057","Dextromethorphan","Eawag_XBridgeC18",6.6,6916184
"3058","Naltrexone","Eawag_XBridgeC18",3.1,5360515
"3059","Clozapine","Eawag_XBridgeC18",6.4,2818
"3060","Amisulpride","Eawag_XBridgeC18",3.8,2159
"3061","Clopidogrel carboxylic acid","Eawag_XBridgeC18",5.7,4129546
"3062","Dronedarone","Eawag_XBridgeC18",11.5,208898
"3063","Pravastatin","Eawag_XBridgeC18",9.2,54687
"3064","Trimipramine","Eawag_XBridgeC18",8.7,5584
"3065","2',3'-di-O-acetyl-5'-deoxy-5-fluorocytidine","Eawag_XBridgeC18",5.2,11809635
"3066","Iobitridol","Eawag_XBridgeC18",1.6,65985
"3067","Citalopram","Eawag_XBridgeC18",6.6,2771
"3068","Spironolactone","Eawag_XBridgeC18",10.2,5833
"3069","Sitagliptin","Eawag_XBridgeC18",5.2,4369359
"3070","Perfluorooctane sulfonamidoacetic acid","Eawag_XBridgeC18",15.9,10507011
"3071","N-methylperfluorooctane sulfonamidoacetic acid","Eawag_XBridgeC18",16.5,22286931
"3072","N-Ethylperfluorooctane sulfonamidoacetic acid","Eawag_XBridgeC18",16.9,18134
"3073","Bisperfluorooctyl phosphate","Eawag_XBridgeC18",18.1,14550408
"3074","Bisperfluorodecyl phosphate","Eawag_XBridgeC18",20.4,3022253
"3075","Perfluorooctyl phosphate","Eawag_XBridgeC18",12.1,14250578
"3076","Perfluorodecyl phosphate","Eawag_XBridgeC18",14.7,10143739
"3077","Teflubenzuron","Eawag_XBridgeC18",16.1,91734
"3078","Difenoconazole","Eawag_XBridgeC18",14.1,86173
"3079","Methoxyfenozide","Eawag_XBridgeC18",10.9,105010
"3080","Iprovalicarb","Eawag_XBridgeC18",11.4,178565
"3081","Imazamox","Eawag_XBridgeC18",5.7,86137
"3082","Fenoxycarb","Eawag_XBridgeC18",12.6,51605
"3083","Dimethomorph","Eawag_XBridgeC18",10.8,86298
"3084","Tebufenozide","Eawag_XBridgeC18",12.4,91773
"3085","Fenpropidin","Eawag_XBridgeC18",9.5,91694
"3086","Triclocarban","Eawag_XBridgeC18",14.8,7547
"3087","Flufenamic acid","Eawag_XBridgeC18",14.6,3371
"3088","Simvastatin","Eawag_XBridgeC18",16,54454
"3089","Adenosine","IPB_Halle",0.7,191
"3090","Guanosine","IPB_Halle",1.1,765
"3091","Uridine","IPB_Halle",1,1177
"3092","2?-Deoxyadenosine","IPB_Halle",0.8,636
"3093","Thymidine","IPB_Halle",1.6,1134
"3094","2?-O-Methyladenosine","IPB_Halle",1.1,317398
"3095","Phe","IPB_Halle",1.3,994
"3096","Tyr","IPB_Halle",0.7,1153
"3097","Trp","IPB_Halle",2.4,1148
"3098","3-Carboxy-1,2,3,4-tetrahydro-2-carboline","IPB_Halle",3.1,98285
"3099","Pentahomo-Met","IPB_Halle",4.6,25010767
"3100","Hexahomo-Met","IPB_Halle",5.4,25010766
"3101","H-Phe-Gly-OH","IPB_Halle",1.7,98207
"3102","H-Gly-Phe-OH","IPB_Halle",2.3,97415
"3103","H-Val-Leu-OH","IPB_Halle",2.7,352039
"3104","H-Leu-Pro-OH","IPB_Halle",2.6,3977067
"3105","H-Leu-Tyr-OH","IPB_Halle",2.8,273262
"3106","H-Tyr-Ile-OH","IPB_Halle",2.9,14282475
"3107","H-Tyr-Leu-OH","IPB_Halle",3.2,4466134
"3108","H-Phe-Val-OH","IPB_Halle",3,4096934
"3109","H-Val-Phe-OH","IPB_Halle",3.3,144746
"3110","H-Ile-Ile-OH","IPB_Halle",3.1,13879965
"3111","H-Leu-Ile-OH","IPB_Halle",3.3,435718
"3112","H-Ile-Leu-OH","IPB_Halle",3.4,13817313
"3113","H-Leu-Leu-OH","IPB_Halle",3.6,94244
"3114","H-Phe-Ile-OH","IPB_Halle",3.8,18218232
"3115","H-Ile-Phe-OH","IPB_Halle",3.9,435728
"3116","H-Phe-Leu-OH","IPB_Halle",4.1,4078229
"3117","H-Leu-Phe -OH","IPB_Halle",4.2,259325
"3118","8-MeSO-Octyl-NCS","IPB_Halle",8.1,9794659
"3119","Indol-3-ylmethylamine (I3CH2NH2)","IPB_Halle",1.8,472107
"3120","4-MeO-I3CH2NH2","IPB_Halle",3.2,10931962
"3121","1-MeO-I3CH2NH2","IPB_Halle",3.7,11332792
"3122","Indole-3-carbaldehyde (I3CHO)","IPB_Halle",4.8,9815282
"3123","4-HO-I3CHO","IPB_Halle",5.1,9815282
"3124","Indole-3-carboxylic acid (I3CO2H)","IPB_Halle",4.7,69867
"3125","Coniferin","IPB_Halle",3,3496897
"3126","Syringin","IPB_Halle",3.2,323959
"3127","Lariciresinol","IPB_Halle",5.6,134203
"3128","Esculetin","IPB_Halle",3.4,5281416
"3129","Scopoletin","IPB_Halle",4.5,5280460
"3130","Esculin","IPB_Halle",2.9,5351506
"3131","Scopolin","IPB_Halle",3.3,346340
"3132","L-Theanine","Cao_HILIC",10.61,439378
"3133","Pyridoxine","Cao_HILIC",9.21,1054
"3134","Beta-Penta acetyl glucose","Cao_HILIC",1.06,79064
"3135","O-methyl threonine ","Cao_HILIC",10.41,2724875
"3136","Indole-3-acetamide","Cao_HILIC",2.48,397
"3137","Isonipecotic acid","Cao_HILIC",11,3773
"3138","Diethanolamine","Cao_HILIC",11.35,8113
"3139","Dianisidine o-","Cao_HILIC",1.46,8411
"3140","Imidazole","Cao_HILIC",10.36,795
"3141","Glutamine L-","Cao_HILIC",12.9,5961
"3142","L-threonine","Cao_HILIC",12.5,6288
"3143","Serine L-","Cao_HILIC",13.25,5951
"3144","Hypoxanthine","Cao_HILIC",7.88,790
"3145","L-Homoserine","Cao_HILIC",12.6,12647
"3146","Xanthone","Cao_HILIC",1.22,7020
"3147","D-Tryptophan","Cao_HILIC",10.1,6305
"3148","L-Isoleucine","Cao_HILIC",9.7,6306
"3149","5-methoxytryptamine","Cao_HILIC",9.56,1833
"3150","7-Azaindole","Cao_HILIC",1.74,9222
"3151","4-(dimethyl amino) cinnamaldehyde","Cao_HILIC",1.17,5284506
"3152","D-Leucine","Cao_HILIC",9.5,6106
"3153","Alanine","Cao_HILIC",12.1,5950
"3154","Cinchonidine","Cao_HILIC",8.69,101744
"3155","D(+)turanose","Cao_HILIC",12.62,5460935
"3156","L-cysteine hydrochloride hydrate","Cao_HILIC",11.88,23462
"3157","Lactic acid","Cao_HILIC",7.45,61503
"3158","Colchicine","Cao_HILIC",1.36,6167
"3159","L-Arginine","Cao_HILIC",15.97,6322
"3160","L-Proline","Cao_HILIC",10.4,145742
"3161","L-Lysine","Cao_HILIC",15.9,5962
"3162","L-Asparagine","Cao_HILIC",13.2,6267
"3163","Creatine Anhydrous","Cao_HILIC",12.03,24892273
"3164","Creatinine","Cao_HILIC",9.87,588
"3165","Folic Acid","Cao_HILIC",11.38,6037
"3166","L-Glutamic acid","Cao_HILIC",12.8,33032
"3167","p-aminohippuric acid","Cao_HILIC",5.67,2148
"3168","DL-Aspartic acid","Cao_HILIC",13.56,5960
"3169","L-phenylalanine","Cao_HILIC",9.43,6140
"3170","D-valine","Cao_HILIC",10.5,6287
"3171","L-Histidine monohydrochloride","Cao_HILIC",15.65,6274
"3172","L-tyrosine","Cao_HILIC",11.2,6057
"3173","D-glutamic acid","Cao_HILIC",12.85,23327
"3174","Rutin Trihydrate","Cao_HILIC",9.3,5280805
"3175","D-kynurenine","Cao_HILIC",9.76,1152206
"3176","Dimethylbenzylamine N N-","Cao_HILIC",7.54,7681
"3177","4 8-Dihydroxyquinoline-2-carboxylic acid","Cao_HILIC",9.54,5699
"3178","Dicyclohexylcarbodiimide-n n'","Cao_HILIC",1.09,10868
"3179","Morpholine","Cao_HILIC",10.37,8083
"3180","Amino-2-methylpropane-1 3-diol 2-","Cao_HILIC",12.69,1531
"3181","Quinaldic acid","Cao_HILIC",1.9,7124
"3182","Methionine DL-","Cao_HILIC",10.33,876
"3183","Nicotinic acid","Cao_HILIC",2.35,938
"3184","Riboflavin","Cao_HILIC",7.85,493570
"3185","Phloridzin","Cao_HILIC",7.09,6072
"3186","Dihydroxyphenyl-analine L-3 4","Cao_HILIC",12.73,6047
"3187","Guanine","Cao_HILIC",9.81,764
"3188","Inosine monophosphate (IMP)","Cao_HILIC",13.84,8582
"3189","Guanosine","Cao_HILIC",10.6,6802
"3190","Inosine","Cao_HILIC",9.18,6021
"3191","Cytosine","Cao_HILIC",10.41,597
"3192","Morin","Cao_HILIC",6.55,5281670
"3193","Xanthine","Cao_HILIC",8.29,1188
"3194","Glycocyamine","Cao_HILIC",12.81,763
"3195","Adenosine","Cao_HILIC",7.78,60961
"3196","Amino-n-valeric acid DL-3-","Cao_HILIC",10.72,138
"3197","Naringin CHR","Cao_HILIC",7.51,442428
"3198","Tryptamine","Cao_HILIC",9.86,1150
"3199","Diaveridine","Cao_HILIC",8.91,21453
"3200","O-phospho-L-threonine","Cao_HILIC",14.52,3246323
"3201","DL-Homocysteine","Cao_HILIC",11.06,778
"3202","D-Methionine","Cao_HILIC",10.23,84815
"3203","Cysteine","Cao_HILIC",11.83,5862
"3204","Cinchonine","Cao_HILIC",8.75,90454
"3205","Gamma-amino-n-butyric acid","Cao_HILIC",11.55,119
"3206","Adenine","Cao_HILIC",8.22,190
"3207","Dibenzylamine","Cao_HILIC",7.37,7656
"3208","Cacotheline","Cao_HILIC",11.58,221125
"3209","Theophylline","Cao_HILIC",2.28,2153
"3210","DL-2-6-Diaminopimelic acid","Cao_HILIC",14.85,865
"3211","Taurine","Cao_HILIC",12.64,1123
"3212","L-(+)-Norvaline","Cao_HILIC",10.39,65098
"3213","L-2-Aminoadipic acid","Cao_HILIC",12.4,92136
"3214","D-Isoleucine","Cao_HILIC",9.87,76551
"3215","5-Methoxy-DL-tryptophan","Cao_HILIC",9.74,119802
"3216","L-tert-Leucine","Cao_HILIC",10.04,164608
"3217","Trans-4-hydroxy-L-proline","Cao_HILIC",12.13,5810
"3218","L-a-Amino-n-butyric acid","Cao_HILIC",11.56,6657
"3219","DL-2-4-Diaminobutyric acid dihydrochloride","Cao_HILIC",15.92,470
"3220","L-Norleucine","Cao_HILIC",9.62,21236
"3221","D-Norvaline","Cao_HILIC",10.46,439575
"3222","6-(Y-Y-Dimethylallylamino)purine","Cao_HILIC",2.88,92180
"3223","L-Ornithine","Cao_HILIC",15.93,6262
"3224","Glycylglycine","Cao_HILIC",14.39,11163
"3225","Thymine","Cao_HILIC",3.51,1135
"3226","P-Aminobenzoic acid","Cao_HILIC",2.26,978
"3227","Ethanolamine","Cao_HILIC",12.89,700
"3228","Benzylamine","Cao_HILIC",10.24,7504
"3229","L-Alpha-Glycerophosphate","Cao_HILIC",13.52,3707990
"3230","N-Acetyl-D-galactosamine","Cao_HILIC",9.94,35717
"3231","Iminodiacetic acid","Cao_HILIC",13.71,8897
"3232","L-Phenyl-d5-alanine-2 3 3-d3","Cao_HILIC",9.69,13000987
"3233","Thymidine","Cao_HILIC",4.41,5789
"3234","Acetamide","Cao_HILIC",2.38,178
"3235","Thymidine monophosphate","Cao_HILIC",11.86,9700
"3236","Tyramine","Cao_HILIC",10.46,5610
"3237","Deoxyguanosine","Cao_HILIC",9.48,638
"3238","Pyridoxal-5'-phosphate","Cao_HILIC",10.3,1051
"3239","Nicotinamide adenine dinucleotide","Cao_HILIC",14.14,5892
"3240","Deoxycytidine","Cao_HILIC",10.04,13711
"3241","Cytidine","Cao_HILIC",10.48,6175
"3242","2'-Deoxyadenosine","Cao_HILIC",7.15,13730
"3243","Catechin","Cao_HILIC",8.63,9064
"3244","Lactobionic acid","Cao_HILIC",14.3,7314
"3245","Lactose Peak A","Cao_HILIC",13.49,6134
"3246","N-Acetyl-D-glucosamine","Cao_HILIC",9.96,24139
"3247","vitisin B","FEM_long",26.994,NA
"3248","methylpyrano malvidin 3-glucoside","FEM_long",28.63,NA
"3249","1,3 - dicaffeoylquinic acid","FEM_long",24.88,205954
"3250","15(S)hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoic acid","FEM_long",50.41,1436
"3251","ampelopsin H","FEM_long",29.775,73800070
"3252","apiin","FEM_long",29.56,5840046
"3253","a-viniferin","FEM_long",32.975,375682
"3254","bilirubin","FEM_long",56.41,250
"3255","chenodeoxycholic acid","FEM_long",49.4,5645
"3256","cholic acid","FEM_long",46.805,303
"3257","citronellyl glucoside","FEM_long",39.3,NA
"3258","cyanidin 3 galactoside","FEM_long",22.1,NA
"3259","Cyanidin 3-sambubioside","FEM_long",22.6,NA
"3260","Cyanidin 3-sophoroside","FEM_long",21.4,NA
"3261","cyanidin-3,5-diglucoside","FEM_long",18.375,NA
"3262","cyanidin-3-arabinoside","FEM_long",23.1,NA
"3263","cyanidin-3-rutinoside","FEM_long",23.1,NA
"3264","delphinidin 3 rutinoside","FEM_long",21.9,NA
"3265","delphinidin-3-glucoside","FEM_long",20.9,NA
"3266","deoxycholic acid","FEM_long",49.6,2987
"3267","E-cis-miyabenol C","FEM_long",32.6475,366355
"3268","erythrodiol","FEM_long",53.77,608886
"3269","FAD","FEM_long",20.7,703
"3270","FMN","FEM_long",21.9,710
"3271","folic acid","FEM_long",21.3,3405
"3272","genistein-4,7-dimethylether","FEM_long",44.8,5386259
"3273","geranyl phenylacetate","FEM_long",54.6,61000
"3274","gibberellic acid","FEM_long",25.49,522636
"3275","glutathione disulfide","FEM_long",9.675,975
"3276","lanosterol","FEM_long",58.31,856
"3277","L-a-Phosphatidylcholine","FEM_long",59.9,65167
"3278","malvidin 3-p-coumarylglucoside","FEM_long",32.5,NA
"3279","malvidin-3,5-diglucoside","FEM_long",20.68,NA
"3280","nicotinic acid adenin dinucleotide","FEM_long",8.3,53422316
